,timestamp,buyer,seller,symbol,currency,price,quantity
19,1300,Pablo,Camilla,PICNIC_BASKET1,SEASHELLS,58732.0,6
76,5700,Caesar,Pablo,PICNIC_BASKET1,SEASHELLS,58704.0,1
77,5700,Camilla,Pablo,PICNIC_BASKET1,SEASHELLS,58703.0,1
121,8900,Pablo,Caesar,PICNIC_BASKET1,SEASHELLS,58772.0,2
122,8900,Pablo,Camilla,PICNIC_BASKET1,SEASHELLS,58772.0,1
125,9100,Caesar,Penelope,PICNIC_BASKET1,SEASHELLS,58767.0,1
184,13200,Caesar,Penelope,PICNIC_BASKET1,SEASHELLS,58793.0,1
311,21000,Penelope,Caesar,PICNIC_BASKET1,SEASHELLS,58805.0,2
374,23900,Camilla,Pablo,PICNIC_BASKET1,SEASHELLS,58844.0,6
392,25100,Penelope,Caesar,PICNIC_BASKET1,SEASHELLS,58861.0,1
394,25400,Caesar,Penelope,PICNIC_BASKET1,SEASHELLS,58852.0,2
405,26400,Caesar,Pablo,PICNIC_BASKET1,SEASHELLS,58851.0,1
406,26400,Camilla,Pablo,PICNIC_BASKET1,SEASHELLS,58850.0,6
515,32400,Caesar,Penelope,PICNIC_BASKET1,SEASHELLS,58834.0,1
534,33600,Penelope,Caesar,PICNIC_BASKET1,SEASHELLS,58862.0,2
589,37000,Penelope,Camilla,PICNIC_BASKET1,SEASHELLS,58867.0,9
592,37300,Penelope,Camilla,PICNIC_BASKET1,SEASHELLS,58870.0,10
616,39300,Penelope,Caesar,PICNIC_BASKET1,SEASHELLS,58840.0,5
645,41400,Caesar,Pablo,PICNIC_BASKET1,SEASHELLS,58838.0,2
680,44800,Caesar,Pablo,PICNIC_BASKET1,SEASHELLS,58829.0,1
681,44800,Camilla,Pablo,PICNIC_BASKET1,SEASHELLS,58828.0,1
691,45200,Penelope,Camilla,PICNIC_BASKET1,SEASHELLS,58843.0,7
742,48300,Penelope,Caesar,PICNIC_BASKET1,SEASHELLS,58838.0,2
795,50200,Caesar,Penelope,PICNIC_BASKET1,SEASHELLS,58832.0,1
835,52500,Caesar,Pablo,PICNIC_BASKET1,SEASHELLS,58838.0,2
836,52500,Camilla,Pablo,PICNIC_BASKET1,SEASHELLS,58837.0,2
896,56300,Caesar,Penelope,PICNIC_BASKET1,SEASHELLS,58822.0,2
928,57100,Penelope,Camilla,PICNIC_BASKET1,SEASHELLS,58838.0,6
960,58400,Penelope,Camilla,PICNIC_BASKET1,SEASHELLS,58824.0,5
965,58600,Caesar,Penelope,PICNIC_BASKET1,SEASHELLS,58813.0,1
979,59100,Pablo,Caesar,PICNIC_BASKET1,SEASHELLS,58824.0,2
983,59200,Penelope,Caesar,PICNIC_BASKET1,SEASHELLS,58833.0,2
993,59800,Penelope,Camilla,PICNIC_BASKET1,SEASHELLS,58834.0,6
1000,60000,Pablo,Caesar,PICNIC_BASKET1,SEASHELLS,58841.0,8
1009,60300,Penelope,Caesar,PICNIC_BASKET1,SEASHELLS,58849.0,2
1111,66400,Caesar,Pablo,PICNIC_BASKET1,SEASHELLS,58832.0,2
1112,66400,Camilla,Pablo,PICNIC_BASKET1,SEASHELLS,58831.0,3
