,timestamp,buyer,seller,symbol,currency,price,quantity
44,3500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,722.0,14
45,3500,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,722.0,2
54,4200,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,714.0,7
64,4800,Penelope,Camilla,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,717.0,15
100,7000,Penelope,Camilla,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,726.0,15
112,7600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,727.0,13
137,9400,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,722.0,10
178,12500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,699.0,18
218,15000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,697.0,17
252,17300,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,695.0,9
260,17900,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,698.0,14
286,19400,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,701.0,17
316,21000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,701.0,12
325,21300,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,706.0,14
329,21400,Camilla,Penelope,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,704.0,17
361,22800,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,709.0,17
362,22800,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,709.0,1
382,24100,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,701.0,15
411,26400,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,702.0,10
424,27100,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,701.0,11
434,27800,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,696.0,15
459,29500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,688.0,11
478,30700,Penelope,Camilla,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,685.0,12
490,31200,Camilla,Penelope,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,682.0,11
505,31800,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,682.0,16
506,31800,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,682.0,1
521,32600,Penelope,Camilla,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,682.0,17
552,34800,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,691.0,10
567,35600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,693.0,14
582,36800,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,691.0,12
583,36800,Caesar,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,691.0,2
608,38100,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,693.0,13
630,40300,Camilla,Penelope,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,697.0,10
642,41200,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,693.0,11
697,45300,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,690.0,12
705,45700,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,686.0,14
711,46100,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,686.0,10
734,47600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,682.0,12
752,48300,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,677.0,10
753,48300,Caesar,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,677.0,2
769,49100,Penelope,Camilla,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,677.0,11
790,50100,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,671.0,12
791,50100,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,671.0,2
811,50700,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,669.0,11
846,52700,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,665.0,10
847,52700,Caesar,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,665.0,2
859,53400,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,666.0,11
906,56500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,659.0,15
907,56500,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,659.0,2
913,56600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,656.0,16
924,57000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,661.0,19
925,57000,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,661.0,1
934,57100,Camilla,Penelope,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,661.0,16
971,58700,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,657.0,10
1052,63600,Camilla,Penelope,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,684.0,12
1053,63600,Caesar,Penelope,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,684.0,1
1083,65200,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,689.0,17
1109,66300,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,687.0,13
1127,67200,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,680.0,11
1128,67200,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,680.0,1
1168,69300,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,692.0,15
1176,69600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,689.0,20
1198,71700,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,690.0,11
1199,71700,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,690.0,1
1229,73000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,685.0,12
1268,74900,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,685.0,14
1293,76000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,683.0,16
1294,76000,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,683.0,1
1326,78500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,679.0,14
1348,80000,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,679.0,15
1355,80200,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9500,SEASHELLS,682.0,12
