,timestamp,buyer,seller,symbol,currency,price,quantity
40,3500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,64.0,14
41,3500,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,64.0,2
52,4200,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,61.0,7
110,7600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,67.0,13
135,9400,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,65.0,10
176,12500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,55.0,18
216,15000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,54.0,17
250,17300,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,53.0,9
258,17900,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,54.0,14
284,19400,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,55.0,17
314,21000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,55.0,12
323,21300,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,57.0,14
328,21400,Camilla,Penelope,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,57.0,17
357,22800,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,59.0,17
358,22800,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,59.0,1
380,24100,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,55.0,15
409,26400,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,56.0,10
422,27100,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,55.0,11
432,27800,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,53.0,15
457,29500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,50.0,11
489,31200,Camilla,Penelope,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,48.0,11
501,31800,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_10250,SEASHELLS,48.0,16
