,timestamp,buyer,seller,symbol,currency,price,quantity
46,3500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,473.0,14
47,3500,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,473.0,2
55,4200,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,465.0,7
65,4800,Penelope,Camilla,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,468.0,15
101,7000,Penelope,Camilla,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,477.0,15
113,7600,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,478.0,13
138,9400,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,474.0,10
179,12500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,451.0,18
219,15000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,449.0,17
253,17300,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,446.0,9
261,17900,Camilla,Pablo,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,449.0,14
287,19400,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,452.0,17
317,21000,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,452.0,12
326,21300,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,457.0,14
330,21400,Camilla,Penelope,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,455.0,17
363,22800,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,460.0,17
364,22800,Caesar,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,460.0,1
383,24100,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,453.0,15
412,26400,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,453.0,10
425,27100,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,453.0,11
435,27800,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,448.0,15
460,29500,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,439.0,11
479,30700,Penelope,Camilla,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,436.0,12
491,31200,Camilla,Penelope,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,433.0,11
507,31800,Camilla,Caesar,VOLCANIC_ROCK_VOUCHER_9750,SEASHELLS,435.0,16
